,tick0,tick1,tick2,tick4
GO:0034032,4,5,2,2
GO:0034033,4,4,0,2
GO:0034034,0,0,1,0
GO:0034035,0,1,2,0
GO:0034037,0,0,1,0
GO:0034040,0,1,0,0
GO:0034041,0,1,0,0
GO:0034047,1,0,0,0
GO:0034058,4,2,2,2
GO:0034059,2,1,4,0
GO:0034061,1,9,1,5
GO:0034062,18,9,11,11
GO:0034063,0,2,0,0
GO:0034067,2,1,0,2
GO:0034080,0,0,0,8
GO:0034091,2,1,0,0
GO:0034093,2,1,0,0
GO:0034097,21,21,8,6
GO:0034098,2,1,0,3
GO:0034101,2,1,1,4
GO:0034103,0,3,2,3
GO:0034104,0,3,2,3
GO:0034110,2,1,0,3
GO:0034111,1,1,0,2
GO:0034112,1,0,0,1
GO:0034121,0,0,0,1
GO:0034130,7,3,0,0
GO:0034134,8,4,0,0
GO:0034138,8,6,1,0
GO:0034142,9,6,1,0
GO:0034146,4,2,0,0
GO:0034154,3,2,0,0
GO:0034182,2,1,0,0
GO:0034184,2,1,0,0
GO:0034188,0,1,0,0
GO:0034196,0,6,2,0
GO:0034198,4,4,0,0
GO:0034199,1,1,0,0
GO:0034201,0,0,1,0
GO:0034204,0,1,0,1
GO:0034212,1,4,0,1
GO:0034213,0,1,0,0
GO:0034214,1,0,0,1
GO:0034219,4,5,7,3
GO:0034220,125,148,102,82
GO:0034224,0,0,2,0
GO:0034225,0,0,2,0
GO:0034227,2,1,1,1
GO:0034243,5,7,4,7
GO:0034244,3,3,3,3
GO:0034248,5,9,4,6
GO:0034249,0,1,0,1
GO:0034250,3,8,3,4
GO:0034260,1,0,0,0
GO:0034284,1,3,2,0
GO:0034285,0,2,1,0
GO:0034293,1,1,3,0
GO:0034305,0,0,1,0
GO:0034306,0,0,1,0
GO:0034307,0,0,1,0
GO:0034308,3,0,4,2
GO:0034310,1,0,1,1
GO:0034311,0,2,1,0
GO:0034312,0,2,1,0
GO:0034314,4,5,2,5
GO:0034329,11,29,13,9
GO:0034330,17,30,13,13
GO:0034331,4,1,0,4
GO:0034332,11,9,3,11
GO:0034333,3,8,3,7
GO:0034334,3,1,0,4
GO:0034340,0,1,0,0
GO:0034341,2,2,2,1
GO:0034350,2,0,0,0
GO:0034351,2,0,0,0
GO:0034356,0,0,2,0
GO:0034357,5,0,0,0
GO:0034358,1,0,2,0
GO:0034359,1,0,0,0
GO:0034360,1,0,0,0
GO:0034361,1,0,1,0
GO:0034362,1,0,1,0
GO:0034363,1,0,0,0
GO:0034364,0,0,1,0
GO:0034367,6,12,3,4
GO:0034368,2,7,2,2
GO:0034369,2,7,2,2
GO:0034370,0,0,1,0
GO:0034372,0,0,1,0
GO:0034374,1,1,0,0
GO:0034375,1,7,2,2
GO:0034377,1,2,0,0
GO:0034379,1,1,0,0
GO:0034380,0,1,0,0
GO:0034381,2,6,2,2
GO:0034382,0,0,1,0
GO:0034383,2,6,1,2
GO:0034384,1,6,1,2
GO:0034385,1,0,1,0
GO:0034389,7,3,2,2
GO:0034394,4,2,0,3
GO:0034399,14,18,4,7
GO:0034401,0,1,0,0
GO:0034405,0,1,0,0
GO:0034418,0,1,6,0
GO:0034428,0,0,0,1
GO:0034433,0,0,1,0
GO:0034434,0,0,1,0
GO:0034435,0,0,1,0
GO:0034436,0,1,0,0
GO:0034437,0,1,0,0
GO:0034440,10,23,19,7
GO:0034446,1,1,0,0
GO:0034450,1,0,0,0
GO:0034451,0,1,1,1
GO:0034453,5,4,3,3
GO:0034454,0,1,2,1
GO:0034470,38,45,27,32
GO:0034472,2,4,2,2
GO:0034483,0,1,1,2
GO:0034499,1,1,0,0
GO:0034501,2,1,0,0
GO:0034502,2,3,0,0
GO:0034504,22,27,3,11
GO:0034508,0,0,0,8
GO:0034511,1,1,1,0
GO:0034512,2,1,0,1
GO:0034513,1,1,0,1
GO:0034517,1,0,0,0
GO:0034518,8,2,0,5
GO:0034584,2,4,1,2
GO:0034587,2,1,2,3
GO:0034594,0,0,1,0
GO:0034599,31,26,16,12
GO:0034605,6,5,4,1
GO:0034607,0,0,1,0
GO:0034609,0,1,0,0
GO:0034612,5,7,3,0
GO:0034613,118,123,64,78
GO:0034614,11,14,10,9
GO:0034616,0,1,0,0
GO:0034620,10,8,8,11
GO:0034622,93,101,54,70
GO:0034625,4,4,10,1
GO:0034626,4,4,10,1
GO:0034629,3,2,1,0
GO:0034637,2,6,7,9
GO:0034641,637,859,470,459
GO:0034643,2,4,2,2
GO:0034644,2,8,3,1
GO:0034645,435,452,242,252
GO:0034647,1,1,0,0
GO:0034648,0,1,0,0
GO:0034649,0,1,0,0
GO:0034654,154,243,103,102
GO:0034655,222,258,141,132
GO:0034660,57,75,44,52
GO:0034661,2,4,0,1
GO:0034694,1,1,0,1
GO:0034698,1,0,1,4
GO:0034702,2,3,2,3
GO:0034703,0,1,2,0
GO:0034704,0,0,2,0
GO:0034705,0,1,0,0
GO:0034707,0,1,0,0
GO:0034708,8,14,9,8
GO:0034713,0,0,1,0
GO:0034720,1,7,1,0
GO:0034721,1,1,0,0
GO:0034722,1,1,2,0
GO:0034723,1,1,1,0
GO:0034724,0,0,0,8
GO:0034727,1,0,0,0
GO:0034728,16,8,9,11
GO:0034729,0,0,2,0
GO:0034754,10,21,19,10
GO:0034755,1,1,0,1
GO:0034762,7,14,14,7
GO:0034763,0,1,1,0
GO:0034765,7,14,12,7
GO:0034766,0,1,1,0
GO:0034769,0,2,0,0
GO:0034770,0,1,0,0
GO:0034772,0,1,0,0
GO:0034773,0,1,0,0
GO:0034774,2,2,0,0
GO:0034875,1,1,7,0
GO:0034930,14,8,16,6
GO:0034968,2,12,8,5
GO:0034969,1,5,0,1
GO:0034976,13,12,10,11
GO:0034979,0,0,2,1
GO:0034982,0,0,1,0
GO:0034983,0,0,1,0
GO:0034986,1,1,0,0
GO:0034991,0,0,0,1
GO:0035001,0,5,0,0
GO:0035002,7,6,0,2
GO:0035003,9,18,3,3
GO:0035004,1,2,1,2
GO:0035005,0,1,1,0
GO:0035006,4,9,2,3
GO:0035007,0,1,1,1
GO:0035010,4,13,4,2
GO:0035011,3,5,1,1
GO:0035012,1,2,0,2
GO:0035014,0,2,0,1
GO:0035015,0,1,0,0
GO:0035017,5,6,2,8
GO:0035019,7,8,3,11
GO:0035020,0,2,0,0
GO:0035021,0,2,0,0
GO:0035023,2,13,8,5
GO:0035024,0,1,0,0
GO:0035025,0,2,0,0
GO:0035026,1,2,1,2
GO:0035032,1,1,0,2
GO:0035035,1,1,1,0
GO:0035036,0,2,1,1
GO:0035038,0,0,1,0
GO:0035039,1,0,0,1
GO:0035041,1,0,0,1
GO:0035042,1,0,0,1
GO:0035046,2,7,1,1
GO:0035047,0,1,0,0
GO:0035049,1,2,6,2
GO:0035050,10,14,4,6
GO:0035051,11,10,8,11
GO:0035058,0,1,0,0
GO:0035060,1,3,2,3
GO:0035062,8,1,2,4
GO:0035063,1,1,0,1
GO:0035064,4,4,1,1
GO:0035065,0,5,0,2
GO:0035066,0,3,0,0
GO:0035068,2,2,0,0
GO:0035069,1,2,0,0
GO:0035070,49,39,30,28
GO:0035071,48,37,27,27
GO:0035072,0,2,0,0
GO:0035073,6,4,0,4
GO:0035074,2,1,0,1
GO:0035075,2,8,2,3
GO:0035076,1,5,2,2
GO:0035078,0,2,0,0
GO:0035079,3,2,1,1
GO:0035080,3,2,1,1
GO:0035081,0,4,0,0
GO:0035082,2,2,0,0
GO:0035083,2,2,0,0
GO:0035088,19,26,6,12
GO:0035089,5,7,2,0
GO:0035090,5,4,1,5
GO:0035091,10,32,13,11
GO:0035092,0,0,0,2
GO:0035093,0,0,0,2
GO:0035094,4,3,1,3
GO:0035096,0,1,0,0
GO:0035097,8,13,9,8
GO:0035098,2,2,3,1
GO:0035099,5,6,6,2
GO:0035100,2,1,0,1
GO:0035101,0,1,0,0
GO:0035102,4,2,1,0
GO:0035103,5,0,0,0
GO:0035106,0,1,0,0
GO:0035107,81,208,64,88
GO:0035108,18,82,15,31
GO:0035112,5,7,5,1
GO:0035113,1,3,2,1
GO:0035114,79,204,62,85
GO:0035118,1,2,2,1
GO:0035120,79,204,62,85
GO:0035126,5,7,5,1
GO:0035127,18,81,15,31
GO:0035138,1,3,2,2
GO:0035145,3,0,1,6
GO:0035146,7,10,1,10
GO:0035147,7,10,1,10
GO:0035148,8,10,3,12
GO:0035149,4,5,1,9
GO:0035150,14,24,9,16
GO:0035151,11,21,8,9
GO:0035152,15,25,9,16
GO:0035153,2,2,0,3
GO:0035154,1,1,0,1
GO:0035155,1,1,0,1
GO:0035157,1,0,0,0
GO:0035158,2,3,3,3
GO:0035159,7,10,4,6
GO:0035160,0,3,1,1
GO:0035161,1,3,0,0
GO:0035162,8,11,7,3
GO:0035163,1,0,0,0
GO:0035165,1,0,0,0
GO:0035166,3,6,0,0
GO:0035167,3,5,0,0
GO:0035168,2,2,0,0
GO:0035170,1,0,0,0
GO:0035171,2,2,0,0
GO:0035172,2,3,2,1
GO:0035176,1,1,1,1
GO:0035178,0,0,1,0
GO:0035183,7,6,1,4
GO:0035185,0,3,0,0
GO:0035186,3,3,1,1
GO:0035188,3,1,4,4
GO:0035189,0,4,0,2
GO:0035190,4,2,1,2
GO:0035191,4,2,1,2
GO:0035193,0,2,1,2
GO:0035194,20,30,12,18
GO:0035195,8,13,3,4
GO:0035196,1,3,0,0
GO:0035198,2,5,1,2
GO:0035202,0,1,0,0
GO:0035203,1,0,0,0
GO:0035204,1,0,0,0
GO:0035206,12,22,13,11
GO:0035207,1,1,0,1
GO:0035208,0,3,4,1
GO:0035209,4,5,3,3
GO:0035210,6,5,0,4
GO:0035212,4,1,1,1
GO:0035213,0,3,1,1
GO:0035214,15,81,14,21
GO:0035215,5,10,6,1
GO:0035216,0,2,2,0
GO:0035218,20,84,17,33
GO:0035220,99,182,79,92
GO:0035222,3,16,6,13
GO:0035223,2,0,0,0
GO:0035226,0,2,0,0
GO:0035227,0,2,0,0
GO:0035229,0,2,0,0
GO:0035232,1,2,1,0
GO:0035233,0,2,1,0
GO:0035234,0,6,2,0
GO:0035235,1,2,1,2
GO:0035237,0,1,0,0
GO:0035238,1,2,2,1
GO:0035239,32,56,12,40
GO:0035241,1,0,0,1
GO:0035242,1,0,0,1
GO:0035243,0,3,0,0
GO:0035246,2,4,0,1
GO:0035247,1,3,0,1
GO:0035248,0,1,0,0
GO:0035249,1,1,1,0
GO:0035250,2,3,1,3
GO:0035251,3,6,9,2
GO:0035252,0,0,2,0
GO:0035253,0,2,0,0
GO:0035254,1,1,1,1
GO:0035255,1,1,0,1
GO:0035256,0,0,1,0
GO:0035257,5,10,3,5
GO:0035258,4,4,2,3
GO:0035259,0,1,0,0
GO:0035262,3,8,4,3
GO:0035263,0,2,0,0
GO:0035264,6,6,6,4
GO:0035265,7,12,1,7
GO:0035267,5,2,2,1
GO:0035268,2,1,1,0
GO:0035269,2,1,1,0
GO:0035270,2,5,3,1
GO:0035271,0,2,0,0
GO:0035272,58,60,45,35
GO:0035277,1,4,1,2
GO:0035278,2,5,1,2
GO:0035280,1,0,1,1
GO:0035282,61,80,25,46
GO:0035285,1,2,0,2
GO:0035287,0,2,0,0
GO:0035289,0,2,0,0
GO:0035290,1,3,1,2
GO:0035292,1,1,1,0
GO:0035293,5,4,1,7
GO:0035295,42,73,23,49
GO:0035296,2,3,3,3
GO:0035298,1,2,1,2
GO:0035302,0,1,0,0
GO:0035303,3,8,1,6
GO:0035304,2,2,1,3
GO:0035305,1,1,1,1
GO:0035306,0,1,0,2
GO:0035307,0,1,0,2
GO:0035308,1,1,1,1
GO:0035309,3,1,0,2
GO:0035312,0,1,1,0
GO:0035313,0,2,0,0
GO:0035315,10,15,10,9
GO:0035316,10,15,9,6
GO:0035317,10,14,9,5
GO:0035320,1,2,0,0
GO:0035324,9,6,1,6
GO:0035326,3,4,0,4
GO:0035327,6,9,1,5
GO:0035329,4,5,3,2
GO:0035330,1,2,0,0
GO:0035332,0,2,0,0
GO:0035335,3,10,2,5
GO:0035336,4,8,11,3
GO:0035337,8,14,20,5
GO:0035338,4,4,10,1
GO:0035339,1,0,0,0
GO:0035354,1,0,0,0
GO:0035355,1,0,0,0
GO:0035363,1,0,0,1
GO:0035371,1,1,1,1
GO:0035372,1,0,0,2
GO:0035374,0,0,0,1
GO:0035376,1,6,1,2
GO:0035382,1,6,1,2
GO:0035383,14,18,23,10
GO:0035384,12,11,21,6
GO:0035389,0,1,0,0
GO:0035404,0,1,0,0
GO:0035412,1,1,0,0
GO:0035413,1,1,0,0
GO:0035418,0,0,0,1
GO:0035419,3,2,0,0
GO:0035428,1,2,1,0
GO:0035434,1,1,1,1
GO:0035435,3,6,2,2
GO:0035437,4,2,1,4
GO:0035455,1,0,2,0
GO:0035456,1,0,2,0
GO:0035461,2,1,1,2
GO:0035469,0,1,0,1
GO:0035472,0,0,0,2
GO:0035510,0,1,0,0
GO:0035517,1,1,0,1
GO:0035518,1,1,0,1
GO:0035520,1,2,0,1
GO:0035521,1,1,0,1
GO:0035522,1,1,0,1
GO:0035539,2,0,0,1
GO:0035545,3,2,2,0
GO:0035556,66,100,53,63
GO:0035561,2,3,0,1
GO:0035562,0,1,0,1
GO:0035567,2,1,0,4
GO:0035568,2,1,0,0
GO:0035586,0,0,0,1
GO:0035587,0,0,0,1
GO:0035588,0,0,0,1
GO:0035591,4,5,5,2
GO:0035592,1,1,0,0
GO:0035593,1,1,0,0
GO:0035601,7,9,5,2
GO:0035613,1,0,0,0
GO:0035614,1,0,0,0
GO:0035620,0,1,0,1
GO:0035621,0,1,0,1
GO:0035626,5,1,1,1
GO:0035627,0,2,0,1
GO:0035631,1,3,2,0
GO:0035633,0,1,0,0
GO:0035634,0,2,7,0
GO:0035637,110,155,84,97
GO:0035638,1,1,0,2
GO:0035639,73,81,56,37
GO:0035640,1,0,0,1
GO:0035641,1,0,0,1
GO:0035666,7,5,1,0
GO:0035672,0,1,0,1
GO:0035673,0,1,0,1
GO:0035674,1,2,3,3
GO:0035681,4,2,0,0
GO:0035682,3,2,0,0
GO:0035690,5,3,5,1
GO:0035725,7,17,10,11
GO:0035748,0,1,0,1
GO:0035770,15,27,8,14
GO:0035794,1,0,0,0
GO:0035800,3,1,0,1
GO:0035821,5,2,4,1
GO:0035822,0,1,0,0
GO:0035825,5,10,3,2
GO:0035826,0,1,1,0
GO:0035838,0,0,2,0
GO:0035850,1,0,0,1
GO:0035855,1,1,3,2
GO:0035861,1,0,0,1
GO:0035869,1,0,1,0
GO:0035872,6,2,0,0
GO:0035914,9,16,10,11
GO:0035924,4,0,0,4
GO:0035927,1,0,0,0
GO:0035928,1,0,0,0
GO:0035964,0,2,1,2
GO:0035965,0,1,0,0
GO:0035966,14,9,9,16
GO:0035967,10,8,8,11
GO:0035970,0,1,1,0
GO:0035973,0,0,2,0
GO:0035976,1,1,1,1
GO:0035987,0,2,0,1
GO:0035988,1,0,2,0
GO:0035989,2,3,1,0
GO:0035994,5,0,5,5
GO:0035995,5,0,5,5
GO:0036002,7,8,2,5
GO:0036005,0,2,1,0
GO:0036006,0,2,1,0
GO:0036011,1,2,0,2
GO:0036022,1,1,0,1
GO:0036033,0,0,0,1
GO:0036038,1,0,1,0
GO:0036041,0,1,0,0
GO:0036056,0,0,0,2
GO:0036057,0,0,0,1
GO:0036058,0,0,0,2
GO:0036059,0,0,0,2
GO:0036062,1,2,0,1
GO:0036063,1,1,2,1
GO:0036065,3,2,5,2
GO:0036066,0,1,1,0
GO:0036071,1,0,0,0
GO:0036075,1,0,1,1
GO:0036089,0,1,1,0
GO:0036092,1,2,1,2
GO:0036093,1,0,0,0
GO:0036094,123,119,107,69
GO:0036098,1,2,1,0
GO:0036099,0,2,0,1
GO:0036119,1,0,0,0
GO:0036120,1,0,0,0
GO:0036125,1,3,0,1
GO:0036126,1,3,0,0
GO:0036137,1,3,1,2
GO:0036155,0,1,0,0
GO:0036211,230,345,160,206
GO:0036212,0,1,0,1
GO:0036213,5,8,2,5
GO:0036260,7,6,3,3
GO:0036265,4,4,1,1
GO:0036266,1,0,0,0
GO:0036267,0,1,1,2
GO:0036293,44,34,28,16
GO:0036294,27,11,11,6
GO:0036296,6,2,3,2
GO:0036297,0,1,1,0
GO:0036302,1,0,0,0
GO:0036313,0,1,1,0
GO:0036314,2,9,2,3
GO:0036315,1,6,2,2
GO:0036335,0,1,0,0
GO:0036342,0,1,1,0
GO:0036361,1,0,0,0
GO:0036367,1,2,3,4
GO:0036372,1,0,0,0
GO:0036378,1,1,7,0
GO:0036379,46,22,15,22
GO:0036387,1,4,1,0
GO:0036388,1,5,1,2
GO:0036404,1,2,1,0
GO:0038003,0,0,1,0
GO:0038007,2,0,0,0
GO:0038023,24,41,22,19
GO:0038024,4,8,3,7
GO:0038027,0,1,0,0
GO:0038028,0,1,0,0
GO:0038033,2,0,0,4
GO:0038034,0,2,0,0
GO:0038061,5,2,0,1
GO:0038084,4,0,0,4
GO:0038089,3,0,0,4
GO:0038106,0,0,0,2
GO:0038123,1,0,0,0
GO:0038124,1,0,0,0
GO:0038127,14,9,8,9
GO:0038145,0,2,1,0
GO:0038179,8,8,0,2
GO:0038187,1,6,1,2
GO:0039531,0,0,0,1
GO:0039535,0,0,0,1
GO:0039656,0,0,0,1
GO:0040001,3,8,2,5
GO:0040002,7,5,3,4
GO:0040003,15,24,7,13
GO:0040007,151,162,96,105
GO:0040008,142,192,121,150
GO:0040009,68,58,60,74
GO:0040010,68,58,60,74
GO:0040011,217,300,152,167
GO:0040012,25,33,20,37
GO:0040013,2,9,1,6
GO:0040014,35,43,26,24
GO:0040015,8,8,0,2
GO:0040016,1,5,1,0
GO:0040017,17,16,10,18
GO:0040018,23,32,22,20
GO:0040019,0,4,1,3
GO:0040020,0,12,7,1
GO:0040021,1,1,0,1
GO:0040022,1,1,0,1
GO:0040023,14,19,7,8
GO:0040024,2,2,3,5
GO:0040025,3,2,6,4
GO:0040026,0,0,0,1
GO:0040027,16,10,5,7
GO:0040028,16,10,5,7
GO:0040029,39,64,25,35
GO:0040032,1,0,0,0
GO:0040033,2,5,1,2
GO:0040034,2,3,0,2
GO:0040035,36,38,34,28
GO:0040036,0,2,2,0
GO:0040038,0,6,6,0
GO:0040039,7,8,9,8
GO:0040040,9,13,24,5
GO:0042023,3,6,3,3
GO:0042026,3,2,0,0
GO:0042030,1,0,0,1
GO:0042035,4,0,1,6
GO:0042036,0,0,1,0
GO:0042043,0,0,0,1
GO:0042044,10,8,3,5
GO:0042045,7,6,0,2
GO:0042048,21,32,18,18
GO:0042049,1,1,0,0
GO:0042051,19,18,10,14
GO:0042052,16,12,6,10
GO:0042053,4,2,3,2
GO:0042054,4,9,3,3
GO:0042058,8,11,2,4
GO:0042059,7,6,2,4
GO:0042060,27,55,26,23
GO:0042062,1,1,2,0
GO:0042063,9,13,9,5
GO:0042065,2,0,0,0
GO:0042066,2,0,0,0
GO:0042067,9,13,4,6
GO:0042068,1,0,0,0
GO:0042069,4,2,3,2
GO:0042070,1,1,0,2
GO:0042073,1,0,1,0
GO:0042074,1,5,2,2
GO:0042078,10,18,6,16
GO:0042088,1,0,0,0
GO:0042102,1,0,3,0
GO:0042108,4,0,0,6
GO:0042110,3,4,1,2
GO:0042113,2,2,0,3
GO:0042116,1,6,1,2
GO:0042118,0,1,0,0
GO:0042127,55,105,66,44
GO:0042129,2,0,3,3
GO:0042130,1,0,0,3
GO:0042132,1,1,1,1
GO:0042133,5,1,2,4
GO:0042134,0,0,2,0
GO:0042135,2,1,2,2
GO:0042136,4,0,0,1
GO:0042144,1,0,0,0
GO:0042147,3,5,2,0
GO:0042149,0,1,0,0
GO:0042157,10,24,14,11
GO:0042158,6,14,8,5
GO:0042159,1,1,1,0
GO:0042162,0,1,1,0
GO:0042165,1,1,0,1
GO:0042168,1,2,2,3
GO:0042169,1,2,0,1
GO:0042173,0,0,1,0
GO:0042174,0,0,1,0
GO:0042175,69,95,73,37
GO:0042176,14,20,10,20
GO:0042177,3,7,3,7
GO:0042178,2,2,3,0
GO:0042180,12,23,25,12
GO:0042181,6,11,9,4
GO:0042182,0,1,0,0
GO:0042183,2,1,1,1
GO:0042196,0,1,7,0
GO:0042197,0,1,7,0
GO:0042219,1,2,0,1
GO:0042220,1,1,0,2
GO:0042221,317,358,211,194
GO:0042246,0,7,2,1
GO:0042248,1,1,0,0
GO:0042250,0,1,0,0
GO:0042254,33,32,26,32
GO:0042255,2,3,3,7
GO:0042256,0,1,0,0
GO:0042262,0,1,2,0
GO:0042272,1,0,0,0
GO:0042273,0,4,7,6
GO:0042274,4,2,6,8
GO:0042277,21,18,8,13
GO:0042278,206,239,128,113
GO:0042282,0,1,1,0
GO:0042284,0,1,0,0
GO:0042285,0,0,2,0
GO:0042287,1,1,1,0
GO:0042288,1,1,1,0
GO:0042301,0,1,3,0
GO:0042302,0,0,0,2
GO:0042303,21,42,24,18
GO:0042304,2,1,1,0
GO:0042306,12,29,10,12
GO:0042307,5,17,8,5
GO:0042308,2,8,2,4
GO:0042310,2,0,1,2
GO:0042311,0,1,0,1
GO:0042312,1,1,2,2
GO:0042316,0,0,1,0
GO:0042318,0,0,1,0
GO:0042321,0,1,0,1
GO:0042323,0,1,0,1
GO:0042325,50,78,40,43
GO:0042326,10,20,12,16
GO:0042327,26,40,23,14
GO:0042330,89,147,48,82
GO:0042331,7,12,1,8
GO:0042332,5,10,1,6
GO:0042335,32,39,18,22
GO:0042337,5,7,1,7
GO:0042338,1,1,0,1
GO:0042339,3,2,1,2
GO:0042340,3,2,1,2
GO:0042345,2,2,2,0
GO:0042346,2,2,2,0
GO:0042350,2,2,2,0
GO:0042351,2,2,2,0
GO:0042354,1,0,0,0
GO:0042355,1,0,0,0
GO:0042356,1,1,0,0
GO:0042359,2,1,7,0
GO:0042362,2,3,9,1
GO:0042364,5,3,3,1
GO:0042368,1,1,7,0
GO:0042375,4,4,5,2
GO:0042379,1,2,0,0
GO:0042381,3,1,1,1
GO:0042382,1,3,1,0
GO:0042383,3,3,3,3
GO:0042384,5,4,6,1
GO:0042386,4,8,1,0
GO:0042387,2,3,0,0
GO:0042391,24,30,13,13
GO:0042393,14,8,5,2
GO:0042395,0,1,0,0
GO:0042398,10,14,3,6
GO:0042401,1,6,3,4
GO:0042402,6,5,0,3
GO:0042403,2,0,2,2
GO:0042405,1,1,0,0
GO:0042407,0,1,0,0
GO:0042414,0,1,1,0
GO:0042415,0,1,1,0
GO:0042416,0,2,8,0
GO:0042417,2,3,8,0
GO:0042418,0,1,1,0
GO:0042420,2,0,0,0
GO:0042423,0,3,9,0
GO:0042424,2,0,0,0
GO:0042426,0,1,0,0
GO:0042427,0,2,2,1
GO:0042428,2,2,2,1
GO:0042430,5,7,2,3
GO:0042435,0,2,2,1
GO:0042436,3,3,0,2
GO:0042438,0,1,0,0
GO:0042439,7,7,6,2
GO:0042440,23,51,26,15
GO:0042441,12,21,6,6
GO:0042443,2,0,0,0
GO:0042445,22,28,27,18
GO:0042446,10,22,19,8
GO:0042447,3,3,3,4
GO:0042448,1,2,2,1
GO:0042451,29,22,12,8
GO:0042453,0,0,2,0
GO:0042454,189,221,119,109
GO:0042455,31,24,18,9
GO:0042461,26,26,12,23
GO:0042462,21,19,10,16
GO:0042464,0,1,0,0
GO:0042470,6,2,4,1
GO:0042471,1,1,1,3
GO:0042472,1,0,1,3
GO:0042474,0,1,1,0
GO:0042475,0,0,0,1
GO:0042476,0,0,0,1
GO:0042478,3,6,1,2
GO:0042479,0,3,0,0
GO:0042480,2,2,0,1
GO:0042490,0,1,2,3
GO:0042491,0,0,1,3
GO:0042493,29,41,36,23
GO:0042494,1,0,0,0
GO:0042495,1,0,0,0
GO:0042496,1,0,0,0
GO:0042497,1,0,0,0
GO:0042498,1,0,0,0
GO:0042500,0,0,1,2
GO:0042509,0,0,1,0
GO:0042510,0,0,1,0
GO:0042511,0,0,1,0
GO:0042516,0,0,1,0
GO:0042517,0,0,1,0
GO:0042531,0,0,1,0
GO:0042534,3,0,0,4
GO:0042535,3,0,0,4
GO:0042537,4,5,4,3
GO:0042538,2,2,2,0
GO:0042542,9,13,7,10
GO:0042546,2,0,0,0
GO:0042551,7,15,4,10
GO:0042552,3,1,2,2
GO:0042554,1,0,0,1
GO:0042555,0,1,2,0
GO:0042558,7,17,9,2
GO:0042559,6,12,3,2
GO:0042562,3,7,2,4
GO:0042572,1,2,2,1
GO:0042573,2,2,2,2
GO:0042574,2,2,4,2
GO:0042575,1,3,0,2
GO:0042577,0,2,1,0
GO:0042578,29,66,34,30
GO:0042579,15,23,24,15
GO:0042586,1,0,0,0
GO:0042587,0,1,0,0
GO:0042590,12,4,3,5
GO:0042592,120,114,73,88
GO:0042593,8,11,5,0
GO:0042594,34,41,30,17
GO:0042595,3,4,0,3
GO:0042596,2,1,0,0
GO:0042599,3,2,2,0
GO:0042600,1,2,0,0
GO:0042609,2,1,2,0
GO:0042622,0,1,0,0
GO:0042623,102,130,49,62
GO:0042624,0,1,0,0
GO:0042625,29,26,15,21
GO:0042626,38,42,24,25
GO:0042627,1,0,0,0
GO:0042628,1,1,0,2
GO:0042631,0,0,1,0
GO:0042632,9,11,8,7
GO:0042641,6,8,3,1
GO:0042643,1,0,0,0
GO:0042645,7,10,7,3
GO:0042651,3,0,0,0
GO:0042655,0,1,1,1
GO:0042656,0,1,1,1
GO:0042659,3,7,0,4
GO:0042661,0,1,0,1
GO:0042662,0,1,0,1
GO:0042675,2,2,1,0
GO:0042676,2,0,0,0
GO:0042682,0,1,0,0
GO:0042683,0,1,0,0
GO:0042684,0,1,0,0
GO:0042686,1,1,0,2
GO:0042688,1,3,0,0
GO:0042689,1,3,0,0
GO:0042690,0,3,0,0
GO:0042692,105,90,61,74
GO:0042693,3,3,2,1
GO:0042694,0,2,0,1
GO:0042698,2,2,1,4
GO:0042699,0,0,0,2
GO:0042700,0,0,0,2
GO:0042706,10,27,10,8
GO:0042709,1,2,0,1
GO:0042714,1,2,0,3
GO:0042716,3,0,0,0
GO:0042717,3,0,0,0
GO:0042723,0,1,0,0
GO:0042726,4,2,2,0
GO:0042727,3,2,2,0
GO:0042730,3,4,6,1
GO:0042732,1,0,0,1
GO:0042733,0,1,0,0
GO:0042734,2,3,1,2
GO:0042737,1,1,7,0
GO:0042738,1,1,7,0
GO:0042742,42,36,40,26
GO:0042743,7,3,4,3
GO:0042744,6,2,3,2
GO:0042745,6,20,4,7
GO:0042747,0,3,2,1
GO:0042749,4,14,2,6
GO:0042752,10,25,3,15
GO:0042753,0,3,1,1
GO:0042754,0,1,0,1
GO:0042755,1,0,1,2
GO:0042756,3,3,2,1
GO:0042758,0,0,2,0
GO:0042759,1,2,0,0
GO:0042760,1,1,1,1
GO:0042761,5,6,15,3
GO:0042762,0,1,0,1
GO:0042763,0,0,2,0
GO:0042764,0,0,2,0
GO:0042766,4,3,3,1
GO:0042767,0,1,0,0
GO:0042770,11,8,4,5
GO:0042771,0,4,1,0
GO:0042772,0,3,1,0
GO:0042773,56,28,31,16
GO:0042775,56,28,31,16
GO:0042776,3,2,0,1
GO:0042779,0,2,0,0
GO:0042780,0,2,0,0
GO:0042787,6,11,3,7
GO:0042788,0,1,0,0
GO:0042790,0,1,1,2
GO:0042795,5,3,1,3
GO:0042796,5,3,1,1
GO:0042797,0,2,0,0
GO:0042799,0,1,0,0
GO:0042800,1,1,0,2
GO:0042802,59,82,54,49
GO:0042803,42,65,34,43
GO:0042805,6,0,5,5
GO:0042806,3,2,3,0
GO:0042809,0,1,0,0
GO:0042810,4,5,2,3
GO:0042811,4,3,2,1
GO:0042813,1,2,0,2
GO:0042816,2,1,3,1
GO:0042819,2,1,1,1
GO:0042822,1,0,3,0
GO:0042823,1,0,3,0
